"Mod name","Registry name","Item ID","Meta/dmg","Subtypes","Display name","Ore Dict keys"
"AE2 Unofficial Extended Life","appliedenergistics2:cell_workbench",5001,0,"false","Cell Workbench",""
"AE2 Unofficial Extended Life","appliedenergistics2:certus_quartz_axe",5037,0,"false","Certus Quartz Axe",""
"AE2 Unofficial Extended Life","appliedenergistics2:certus_quartz_cutting_knife",5043,0,"false","Certus Quartz Cutting Knife","itemQuartzKnife"
"AE2 Unofficial Extended Life","appliedenergistics2:certus_quartz_hoe",5038,0,"false","Certus Quartz Hoe","toolHoe"
"AE2 Unofficial Extended Life","appliedenergistics2:certus_quartz_pickaxe",5040,0,"false","Certus Quartz Pickaxe",""
"AE2 Unofficial Extended Life","appliedenergistics2:certus_quartz_spade",5039,0,"false","Certus Quartz Shovel",""
"AE2 Unofficial Extended Life","appliedenergistics2:certus_quartz_sword",5041,0,"false","Certus Quartz Sword",""
"AE2 Unofficial Extended Life","appliedenergistics2:certus_quartz_wrench",5042,0,"false","Certus Quartz Wrench","itemQuartzWrench"
"AE2 Unofficial Extended Life","appliedenergistics2:charged_quartz_ore",4969,0,"false","Charged Certus Quartz Ore","oreCertusQuartz,oreChargedCertusQuartz"
"AE2 Unofficial Extended Life","appliedenergistics2:charged_staff",5056,0,"false","Charged Staff",""
"AE2 Unofficial Extended Life","appliedenergistics2:charger",4989,0,"false","Charger",""
"AE2 Unofficial Extended Life","appliedenergistics2:chest",4998,0,"false","ME Chest",""
"AE2 Unofficial Extended Life","appliedenergistics2:chiseled_quartz_block",4973,0,"false","Chiseled Certus Quartz Block",""
"AE2 Unofficial Extended Life","appliedenergistics2:chiseled_quartz_slab",5035,0,"true","Chiseled Certus Quartz Slab",""
"AE2 Unofficial Extended Life","appliedenergistics2:chiseled_quartz_stairs",5026,0,"false","Chiseled Certus Quartz Stairs",""
"AE2 Unofficial Extended Life","appliedenergistics2:color_applicator",5059,0,"false","Color Applicator - Empty",""
"AE2 Unofficial Extended Life","appliedenergistics2:condenser",5003,0,"false","Matter Condenser",""
"AE2 Unofficial Extended Life","appliedenergistics2:controller",4996,0,"false","ME Controller",""
"AE2 Unofficial Extended Life","appliedenergistics2:crafting_accelerator",5011,0,"false","Crafting Co-Processing Unit",""
"AE2 Unofficial Extended Life","appliedenergistics2:crafting_monitor",5016,0,"false","Crafting Monitor",""
"AE2 Unofficial Extended Life","appliedenergistics2:crafting_storage_16k",5014,0,"false","§a16k§r Crafting Storage",""
"AE2 Unofficial Extended Life","appliedenergistics2:crafting_storage_1k",5012,0,"false","§61k§r Crafting Storage",""
"AE2 Unofficial Extended Life","appliedenergistics2:crafting_storage_4k",5013,0,"false","§e4k§r Crafting Storage",""
"AE2 Unofficial Extended Life","appliedenergistics2:crafting_storage_64k",5015,0,"false","§b64k§r Crafting Storage",""
"AE2 Unofficial Extended Life","appliedenergistics2:crafting_unit",5010,0,"false","Crafting Unit",""
"AE2 Unofficial Extended Life","appliedenergistics2:creative_energy_cell",5009,0,"false","Creative Energy Cell",""
"AE2 Unofficial Extended Life","appliedenergistics2:creative_storage_cell",5063,0,"false","Creative ME Storage Cell",""
"AE2 Unofficial Extended Life","appliedenergistics2:dense_energy_cell",5008,0,"false","Dense Energy Cell",""
"AE2 Unofficial Extended Life","appliedenergistics2:drive",4997,0,"false","ME Drive",""
"AE2 Unofficial Extended Life","appliedenergistics2:dummy_fluid_item",5080,0,"false","Water",""
"AE2 Unofficial Extended Life","appliedenergistics2:encoded_pattern",5078,0,"false","Encoded Pattern",""
"AE2 Unofficial Extended Life","appliedenergistics2:energy_acceptor",5004,0,"false","Energy Acceptor",""
"AE2 Unofficial Extended Life","appliedenergistics2:energy_cell",5007,0,"false","Energy Cell",""
"AE2 Unofficial Extended Life","appliedenergistics2:entropy_manipulator",5051,0,"false","Entropy Manipulator",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Leaves",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Trim",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Acacia Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Advanced Ender Elevator",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Advanced Machine Frame",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Agon 1",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Alloy Smelter (decoration block)",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Aluminum Block",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Americium-242 Fission Bomb",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Americium-242 Fission Bomb Core",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Americium-243 Block",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Andesite",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antiblock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Antimatter Bomb",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Archaic Bricks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Archaic Edge",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Archaic Light",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Archaic Tile",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Argon Discharge Lamp",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Ashen Brick",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Ashen Stone",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Ashen Tile",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Asteroid Regolith",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Azur 1",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Baratol",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basalt",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Basic Machine Frame",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Bauxite Ore",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Bedrock",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Berkelium-247 Block",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Berkelium-248 Fission Bomb",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Berkelium-248 Fission Bomb Core",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Beryllium Block",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Beryllium-Carbon Neutron Reflector",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Big Archaic Bricks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Bookshelf",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Leaves",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Trim",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Birch Wood Planks",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Bitt 1",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Black Colored Lamp",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Black Concrete",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Black Concrete",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Black Concrete",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Black Concrete",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Black Concrete",""
"AE2 Unofficial Extended Life","appliedenergistics2:facade",5076,0,"true","Cable Facade - Black Concrete",""
