"Registry name","Meta/dmg","Display name","Ore Dict Keys","NBT"
"chisel:andesite1",0,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:andesite1",1,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:andesite1",2,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:andesite1",3,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:andesite1",4,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:andesite1",5,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:andesite1",6,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:andesite1",7,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:andesite1",8,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:andesite1",9,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:andesite1",10,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:andesite1",11,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:andesite1",12,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:andesite1",13,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:andesite1",14,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:andesite1",15,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:andesite2",0,"Andesite","stoneAndesite,stoneAndesitePolished",""
"chisel:basalt",0,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt",1,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt",2,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt",3,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt",4,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt",5,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt",6,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt",7,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt",8,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt",9,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt",10,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt",11,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt",12,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt",13,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt",14,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt",15,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt1",0,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt1",1,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt1",2,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt1",3,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt1",4,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt1",5,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt1",6,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt1",7,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt1",8,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt1",9,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt2",0,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt2",1,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt2",2,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt2",3,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt2",4,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt2",5,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt2",6,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:basalt2",7,"Basalt","stoneBasalt,stoneBasaltPolished",""
"chisel:block_charcoal",0,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal",1,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal",2,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal",3,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal",4,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal",5,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal",6,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal",7,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal",8,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal",9,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal",10,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal",11,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal",12,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal",13,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal",14,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal",15,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal1",0,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal1",1,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal1",2,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal1",3,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal1",4,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal1",5,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal1",6,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal1",7,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal1",8,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal1",9,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal1",10,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal1",11,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal1",12,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal1",13,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal1",14,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal1",15,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal2",0,"Block of Charcoal","blockCharcoal",""
"chisel:block_charcoal2",1,"Block of Charcoal","blockCharcoal",""
"chisel:block_coal",0,"Block of Coal","blockCoal",""
"chisel:block_coal",1,"Block of Coal","blockCoal",""
"chisel:block_coal",2,"Block of Coal","blockCoal",""
"chisel:block_coal",3,"Block of Coal","blockCoal",""
"chisel:block_coal",4,"Block of Coal","blockCoal",""
"chisel:block_coal",5,"Block of Coal","blockCoal",""
"chisel:block_coal",6,"Block of Coal","blockCoal",""
"chisel:block_coal",7,"Block of Coal","blockCoal",""
"chisel:block_coal",8,"Block of Coal","blockCoal",""
"chisel:block_coal",9,"Block of Coal","blockCoal",""
"chisel:block_coal",10,"Block of Coal","blockCoal",""
"chisel:block_coal",11,"Block of Coal","blockCoal",""
"chisel:block_coal",12,"Block of Coal","blockCoal",""
"chisel:block_coal",13,"Block of Coal","blockCoal",""
"chisel:block_coal",14,"Block of Coal","blockCoal",""
"chisel:block_coal",15,"Block of Coal","blockCoal",""
"chisel:block_coal1",0,"Block of Coal","blockCoal",""
"chisel:block_coal1",1,"Block of Coal","blockCoal",""
"chisel:block_coal1",2,"Block of Coal","blockCoal",""
"chisel:block_coal1",3,"Block of Coal","blockCoal",""
"chisel:block_coal1",4,"Block of Coal","blockCoal",""
"chisel:block_coal1",5,"Block of Coal","blockCoal",""
"chisel:block_coal1",6,"Block of Coal","blockCoal",""
"chisel:block_coal1",7,"Block of Coal","blockCoal",""
"chisel:block_coal1",8,"Block of Coal","blockCoal",""
"chisel:block_coal1",9,"Block of Coal","blockCoal",""
"chisel:block_coal1",10,"Block of Coal","blockCoal",""
"chisel:block_coal1",11,"Block of Coal","blockCoal",""
"chisel:block_coal1",12,"Block of Coal","blockCoal",""
"chisel:block_coal1",13,"Block of Coal","blockCoal",""
"chisel:block_coal1",14,"Block of Coal","blockCoal",""
"chisel:block_coal1",15,"Block of Coal","blockCoal",""
"chisel:block_coal2",0,"Block of Coal","blockCoal",""
"chisel:block_coal2",1,"Block of Coal","blockCoal",""
"chisel:bookshelf_acacia",0,"Acacia Bookshelf","bookshelf,bookshelfAcacia",""
"chisel:bookshelf_acacia",1,"Acacia Bookshelf","bookshelf,bookshelfAcacia",""
"chisel:bookshelf_acacia",2,"Acacia Bookshelf","bookshelf,bookshelfAcacia",""
"chisel:bookshelf_acacia",3,"Acacia Bookshelf","bookshelf,bookshelfAcacia",""
"chisel:bookshelf_acacia",4,"Acacia Bookshelf","bookshelf,bookshelfAcacia",""
"chisel:bookshelf_acacia",5,"Acacia Bookshelf","bookshelf,bookshelfAcacia",""
"chisel:bookshelf_acacia",6,"Acacia Bookshelf","bookshelf,bookshelfAcacia",""
"chisel:bookshelf_acacia",7,"Acacia Bookshelf","bookshelf,bookshelfAcacia",""
"chisel:bookshelf_acacia",8,"Acacia Bookshelf","bookshelf,bookshelfAcacia",""
"chisel:bookshelf_acacia",9,"Acacia Bookshelf","bookshelf,bookshelfAcacia",""
"chisel:bookshelf_birch",0,"Birch Bookshelf","bookshelf,bookshelfBirch",""
"chisel:bookshelf_birch",1,"Birch Bookshelf","bookshelf,bookshelfBirch",""
"chisel:bookshelf_birch",2,"Birch Bookshelf","bookshelf,bookshelfBirch",""
"chisel:bookshelf_birch",3,"Birch Bookshelf","bookshelf,bookshelfBirch",""
"chisel:bookshelf_birch",4,"Birch Bookshelf","bookshelf,bookshelfBirch",""
"chisel:bookshelf_birch",5,"Birch Bookshelf","bookshelf,bookshelfBirch",""
"chisel:bookshelf_birch",6,"Birch Bookshelf","bookshelf,bookshelfBirch",""
"chisel:bookshelf_birch",7,"Birch Bookshelf","bookshelf,bookshelfBirch",""
"chisel:bookshelf_birch",8,"Birch Bookshelf","bookshelf,bookshelfBirch",""
"chisel:bookshelf_birch",9,"Birch Bookshelf","bookshelf,bookshelfBirch",""
"chisel:bookshelf_darkoak",0,"Dark Oak Bookshelf","bookshelf,bookshelfDarkOak",""
"chisel:bookshelf_darkoak",1,"Dark Oak Bookshelf","bookshelf,bookshelfDarkOak",""
"chisel:bookshelf_darkoak",2,"Dark Oak Bookshelf","bookshelf,bookshelfDarkOak",""
"chisel:bookshelf_darkoak",3,"Dark Oak Bookshelf","bookshelf,bookshelfDarkOak",""
"chisel:bookshelf_darkoak",4,"Dark Oak Bookshelf","bookshelf,bookshelfDarkOak",""
"chisel:bookshelf_darkoak",5,"Dark Oak Bookshelf","bookshelf,bookshelfDarkOak",""
"chisel:bookshelf_darkoak",6,"Dark Oak Bookshelf","bookshelf,bookshelfDarkOak",""
"chisel:bookshelf_darkoak",7,"Dark Oak Bookshelf","bookshelf,bookshelfDarkOak",""
"chisel:bookshelf_darkoak",8,"Dark Oak Bookshelf","bookshelf,bookshelfDarkOak",""
"chisel:bookshelf_darkoak",9,"Dark Oak Bookshelf","bookshelf,bookshelfDarkOak",""
"chisel:bookshelf_jungle",0,"Jungle Bookshelf","bookshelf,bookshelfJungle",""
"chisel:bookshelf_jungle",1,"Jungle Bookshelf","bookshelf,bookshelfJungle",""
"chisel:bookshelf_jungle",2,"Jungle Bookshelf","bookshelf,bookshelfJungle",""
"chisel:bookshelf_jungle",3,"Jungle Bookshelf","bookshelf,bookshelfJungle",""
"chisel:bookshelf_jungle",4,"Jungle Bookshelf","bookshelf,bookshelfJungle",""
"chisel:bookshelf_jungle",5,"Jungle Bookshelf","bookshelf,bookshelfJungle",""
"chisel:bookshelf_jungle",6,"Jungle Bookshelf","bookshelf,bookshelfJungle",""
"chisel:bookshelf_jungle",7,"Jungle Bookshelf","bookshelf,bookshelfJungle",""
"chisel:bookshelf_jungle",8,"Jungle Bookshelf","bookshelf,bookshelfJungle",""
"chisel:bookshelf_jungle",9,"Jungle Bookshelf","bookshelf,bookshelfJungle",""
"chisel:bookshelf_oak",0,"Oak Bookshelf","bookshelf,bookshelfOak",""
"chisel:bookshelf_oak",1,"Oak Bookshelf","bookshelf,bookshelfOak",""
"chisel:bookshelf_oak",2,"Oak Bookshelf","bookshelf,bookshelfOak",""
"chisel:bookshelf_oak",3,"Oak Bookshelf","bookshelf,bookshelfOak",""
"chisel:bookshelf_oak",4,"Oak Bookshelf","bookshelf,bookshelfOak",""
"chisel:bookshelf_oak",5,"Oak Bookshelf","bookshelf,bookshelfOak",""
"chisel:bookshelf_oak",6,"Oak Bookshelf","bookshelf,bookshelfOak",""
"chisel:bookshelf_oak",7,"Oak Bookshelf","bookshelf,bookshelfOak",""
"chisel:bookshelf_oak",8,"Oak Bookshelf","bookshelf,bookshelfOak",""
"chisel:bookshelf_oak",9,"Oak Bookshelf","bookshelf,bookshelfOak",""
"chisel:bookshelf_spruce",0,"Spruce Bookshelf","bookshelf,bookshelfSpruce",""
"chisel:bookshelf_spruce",1,"Spruce Bookshelf","bookshelf,bookshelfSpruce",""
"chisel:bookshelf_spruce",2,"Spruce Bookshelf","bookshelf,bookshelfSpruce",""
"chisel:bookshelf_spruce",3,"Spruce Bookshelf","bookshelf,bookshelfSpruce",""
"chisel:bookshelf_spruce",4,"Spruce Bookshelf","bookshelf,bookshelfSpruce",""
"chisel:bookshelf_spruce",5,"Spruce Bookshelf","bookshelf,bookshelfSpruce",""
"chisel:bookshelf_spruce",6,"Spruce Bookshelf","bookshelf,bookshelfSpruce",""
"chisel:bookshelf_spruce",7,"Spruce Bookshelf","bookshelf,bookshelfSpruce",""
"chisel:bookshelf_spruce",8,"Spruce Bookshelf","bookshelf,bookshelfSpruce",""
"chisel:bookshelf_spruce",9,"Spruce Bookshelf","bookshelf,bookshelfSpruce",""
"chisel:cobblestone",0,"Cobblestone","cobblestone",""
"chisel:cobblestone",1,"Cobblestone","cobblestone",""
"chisel:cobblestone",2,"Cobblestone","cobblestone",""
"chisel:cobblestone",3,"Cobblestone","cobblestone",""
"chisel:cobblestone",4,"Cobblestone","cobblestone",""
"chisel:cobblestone",5,"Cobblestone","cobblestone",""
"chisel:cobblestone",6,"Cobblestone","cobblestone",""
"chisel:cobblestone",7,"Cobblestone","cobblestone",""
"chisel:cobblestone",8,"Cobblestone","cobblestone",""
"chisel:cobblestone",9,"Cobblestone","cobblestone",""
"chisel:cobblestone",10,"Cobblestone","cobblestone",""
"chisel:cobblestone",11,"Cobblestone","cobblestone",""
"chisel:cobblestone",12,"Cobblestone","cobblestone",""
"chisel:cobblestone",13,"Cobblestone","cobblestone",""
"chisel:cobblestone",14,"Cobblestone","cobblestone",""
"chisel:cobblestone",15,"Cobblestone","cobblestone",""
"chisel:cobblestone1",0,"Cobblestone","cobblestone",""
"chisel:cobblestone1",1,"Cobblestone","cobblestone",""
"chisel:cobblestone1",2,"Cobblestone","cobblestone",""
"chisel:cobblestone1",3,"Cobblestone","cobblestone",""
"chisel:cobblestone1",4,"Cobblestone","cobblestone",""
"chisel:cobblestone1",5,"Cobblestone","cobblestone",""
"chisel:cobblestone1",6,"Cobblestone","cobblestone",""
"chisel:cobblestone1",7,"Cobblestone","cobblestone",""
"chisel:cobblestone1",8,"Cobblestone","cobblestone",""
"chisel:cobblestone1",9,"Cobblestone","cobblestone",""
"chisel:cobblestone2",0,"Cobblestone","cobblestone",""
"chisel:cobblestone2",1,"Cobblestone","cobblestone",""
"chisel:cobblestone2",2,"Cobblestone","cobblestone",""
"chisel:cobblestone2",3,"Cobblestone","cobblestone",""
"chisel:cobblestone2",4,"Cobblestone","cobblestone",""
"chisel:cobblestone2",5,"Cobblestone","cobblestone",""
"chisel:cobblestone2",6,"Cobblestone","cobblestone",""
"chisel:cobblestone2",7,"Cobblestone","cobblestone",""
"chisel:cobblestone2",8,"Cobblestone","cobblestone",""
"chisel:cobblestone2",9,"Cobblestone","cobblestone",""
"chisel:cobblestonemossy",0,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy",1,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy",2,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy",3,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy",4,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy",5,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy",6,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy",7,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy",8,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy",9,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy",10,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy",11,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy",12,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy",13,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy",14,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy",15,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy1",0,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy1",1,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy1",2,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy1",3,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy1",4,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy1",5,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy1",6,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy1",7,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy1",8,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy1",9,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy1",10,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy1",11,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy1",12,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy1",13,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy1",14,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy1",15,"Moss Stone","blockMossy",""
"chisel:cobblestonemossy2",0,"Moss Stone","blockMossy",""
"chisel:concrete_black",0,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black",1,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black",2,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black",3,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black",4,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black",5,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black",6,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black",7,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black",8,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black",9,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black",10,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black",11,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black",12,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black",13,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black",14,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black",15,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black1",0,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black1",1,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black1",2,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black1",3,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black1",4,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black1",5,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black1",6,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black1",7,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black1",8,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black1",9,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black1",10,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black1",11,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black1",12,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black1",13,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black1",14,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black1",15,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_black2",0,"Black Concrete","blockConcrete,blockConcreteBlack",""
"chisel:concrete_blue",0,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue",1,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue",2,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue",3,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue",4,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue",5,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue",6,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue",7,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue",8,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue",9,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue",10,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue",11,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue",12,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue",13,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue",14,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue",15,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue1",0,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue1",1,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue1",2,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue1",3,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue1",4,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue1",5,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue1",6,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue1",7,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue1",8,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue1",9,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue1",10,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue1",11,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue1",12,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue1",13,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue1",14,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue1",15,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_blue2",0,"Blue Concrete","blockConcrete,blockConcreteBlue",""
"chisel:concrete_brown",0,"Brown Concrete","blockConcrete,blockConcreteBrown",""
"chisel:concrete_brown",1,"Brown Concrete","blockConcrete,blockConcreteBrown",""
"chisel:concrete_brown",2,"Brown Concrete","blockConcrete,blockConcreteBrown",""
"chisel:concrete_brown",3,"Brown Concrete","blockConcrete,blockConcreteBrown",""
"chisel:concrete_brown",4,"Brown Concrete","blockConcrete,blockConcreteBrown",""
"chisel:concrete_brown",5,"Brown Concrete","blockConcrete,blockConcreteBrown",""
"chisel:concrete_brown",6,"Brown Concrete","blockConcrete,blockConcreteBrown",""
"chisel:concrete_brown",7,"Brown Concrete","blockConcrete,blockConcreteBrown",""
"chisel:concrete_brown",8,"Brown Concrete","blockConcrete,blockConcreteBrown",""
"chisel:concrete_brown",9,"Brown Concrete","blockConcrete,blockConcreteBrown",""
"chisel:concrete_brown",10,"Brown Concrete","blockConcrete,blockConcreteBrown",""
"chisel:concrete_brown",11,"Brown Concrete","blockConcrete,blockConcreteBrown",""
